Subject,Level,Ex,Sub,Topic,Description,Resource ID,Difficulty Level
PSC,P3,5,A,Diversity,Living things,PSC_iScience_LB_0_0099_MCQ,1
PSC,P3,5,A,Diversity,Living things,PSC_iScience_LB_0_0100_OE,2
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0101_OE,2
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0102_OE,1
PSC,P3,6,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0103_OE,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0104_OE,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0105_OE,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0106_FIB,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0107_OE,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0108_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0109_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0110_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0111_MCQ,1
PSC,P3,6,A,Living and Non-living Things,Living things and non-living things,PSC_iScience_LB_0_0112_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0113_FIB,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0114_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0115_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0116_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0118_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0119_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0120_MCQ,1
PSC,P3,6,A,Diversity,Living things,PSC_iScience_LB_0_0121_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0122_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0123_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0124_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0125_MCQ,1
PSC,P3,7,A,Cycles,Life cycles,PSC_iScience_LB_0_0126_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0127_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0128_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0129_MCQ,2
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0130_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0131_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0132_MCQ,2
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0133_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0134_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0135_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0136_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0137_MCQ,1
PSC,P3,7,A,Cycles,Life cycles,PSC_iScience_LB_0_0138_MCQ,2
PSC,P3,7,A,Cycles,Life cycles,PSC_iScience_LB_0_0139_MCQ,1
PSC,P3,7,A,Systems,Plants,PSC_iScience_LB_0_0140_MCQ,1
PSC,P3,7,A,Diversity,Living things,PSC_iScience_LB_0_0141_MCQ,2
PSC,P3,8,A,Systems,Plants,PSC_iScience_LB_0_0142_MCQ,2
PSC,P3,8,A,Systems,Plants,PSC_iScience_LB_0_0143_MCQ,2
PSC,P3,8,A,Systems,Plants,PSC_iScience_LB_0_0144_MCQ,1
PSC,P3,8,A,Systems,Plants,PSC_iScience_LB_0_0145_MCQ,1
PSC,P3,8,A,Diversity,Living things,PSC_iScience_LB_0_0146_MCQ,1
PSC,P3,8,A,Diversity,Living things,PSC_iScience_LB_0_0147_MCQ,2
PSC,P3,8,A,Cycles,Life cycles,PSC_iScience_LB_0_0148_MCQ,1
PSC,P3,8,A,Systems,Plants,PSC_iScience_LB_0_0149_MCQ,1
PSC,P3,8,A,Diversity,Living things,PSC_iScience_LB_0_0150_MCQ,2
PSC,P3,8,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0151_MCQ,1
PSC,P3,8,A,Systems,Plants,PSC_iScience_LB_0_0152_MCQ,1
PSC,P3,8,A,Cycles,Life cycles,PSC_iScience_LB_0_0153_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0154_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0155_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0156_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0157_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0158_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0159_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0160_MCQ,1
PSC,P3,8,A,Diversity,Materials,PSC_iScience_LB_0_0161_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0162_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0163_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0164_OE,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0165_OE,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0166_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0167_OE,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0168_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0169_OE,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0170_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0171_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0172_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0173_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0174_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0175_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0176_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0177_FIB,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0178_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0179_MCQ,1
PSC,P3,9,A,Diversity,Materials,PSC_iScience_LB_0_0180_MCQ,1
PSC,P3,9,A,Interactions,Magnets,PSC_iScience_LB_0_0181_MCQ,1
PSC,P3,10,A,Diversity,Materials,PSC_iScience_LB_0_0182_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0183_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0184_MCQ,1
PSC,P3,10,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0185_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0186_FIB,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0187_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0188_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0189_MCQ,1
PSC,P3,10,A,Diversity,Living things,PSC_iScience_LB_0_0190_FIB,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0191_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0192_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0193_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0194_FIB,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0195_FIB,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0196_OE,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0197_FIB,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0198_MCQ,1
PSC,P3,10,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0199_MCQ,1
PSC,P3,10,A,Cycles,Life cycles,PSC_iScience_LB_0_0200_MCQ,1
PSC,P3,10,A,Cycles,Life cycles,PSC_iScience_LB_0_0201_MCQ,1
PSC,P3,11,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0202_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0203_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0204_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0205_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0206_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0207_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0208_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0209_MCQ,1
PSC,P3,11,A,Diversity,Living things,PSC_iScience_LB_0_0210_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0211_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0212_OE,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0213_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0214_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0215_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0216_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0217_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0218_MCQ,1
PSC,P3,11,A,Diversity,Living things,PSC_iScience_LB_0_0219_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0220_MCQ,1
PSC,P3,11,A,Cycles,Life cycles,PSC_iScience_LB_0_0221_OE,1
PSC,P3,12,A,Cycles,Life cycles,PSC_iScience_LB_0_0222_OE,1
PSC,P3,12,A,Cycles,Life cycles,PSC_iScience_LB_0_0223_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0224_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0225_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0226_FIB,1
PSC,P3,12,A,Diversity,Living things,PSC_iScience_LB_0_0227_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0228_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0229_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0230_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0231_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0232_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0233_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0234_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0235_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0236_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0237_OE,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0238_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0239_MCQ,4
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0240_MCQ,1
PSC,P3,12,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0241_OE,1
PSC,P3,13,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0242_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0243_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0244_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0245_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0246_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0247_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0248_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0249_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0250_MCQ,1
PSC,P3,13,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0251_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0252_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0253_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0254_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0255_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0256_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0257_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0258_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0259_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0260_MCQ,1
PSC,P3,13,A,Cycles,Matter,PSC_iScience_LB_0_0261_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0262_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0263_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0264_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0265_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0266_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0267_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0268_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0269_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0270_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0271_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0272_FIB,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0273_FIB,1
PSC,P3,14,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0274_FIB,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0275_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0276_MCQ,1
PSC,P3,14,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0277_MCQ,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0278_OE,1
PSC,P3,14,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0279_FIB,1
PSC,P3,14,A,Cycles,Matter,PSC_iScience_LB_0_0280_MCQ,1
PSC,P3,14,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0281_FIB,1
PSC,P3,15,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0282_OE,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0283_OE,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0284_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0285_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0286_MCQ,1
PSC,P3,15,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0287_MCQ,1
PSC,P3,15,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0288_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0289_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0290_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0291_MCQ,1
PSC,P3,15,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0292_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0293_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0294_OE,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0295_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0296_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0297_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0298_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0299_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0300_MCQ,1
PSC,P3,15,A,Cycles,Matter,PSC_iScience_LB_0_0301_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0302_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0303_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0304_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0305_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0306_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0307_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0308_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0309_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0310_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0311_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0312_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0313_MCQ,1
